,user_id,business_id,text,date,compliment_count
29957,o0o982U53lhwbVDuPPlBiA,fimN43BUUakBXeRUQqkYvA,Great service. Join the rewards prgm!,2016-05-13 21:15:24,0
30008,cIVmIJD7nIiEcVGamfBoVw,ostgbmaf36hOicxyl71sPg,"Try the wings, very good.",2012-03-23 17:46:10,0
30045,MYbraMGFYTtt9sI0MF3hrQ,2g1ZiT6cM1NC4nJ8xS6EGg,David at the bar is AMAZING! He super serves! The Carraba-Rita is great! One of best margaritas in the area!,2013-04-14 01:46:08,0
30050,2ojg5WZeDIiRBJbDloxbOA,QkyEr9j7il9lJqseTbPe5w,"Pleasantly surprised.  Service and, food were excellent. Arugula salad was perfectly dressed. Zuppe de Pesce was piping hot with seafood, homemade al dente pasta. fish of the day was fresh and accompanied with grilled veggies.  noise level a bit high because of the tall ceilings. Would go back",2013-02-02 10:40:33,0
30083,4WkX5Sjp9LIrCW9leJvo4g,c8rjE6NcfeyzLB_aU1GdMA,You know a place is good if they have hooks under the lip of the bar for the ladies to hang their purses,2013-10-05 01:22:32,0
30088,_h-2HhgEN7i327njrJvBuQ,cN4Y09a7clgjFd1tY-wSZw,Don't order the tortilla soup.  Everyone else's plate looked good.,2014-08-20 00:28:26,0
30102,aRIwtRfgPx4Acdfc_9Uh4w,HQVNu1-m1ZkIlFeYWMv5jg,Tips are only taken in cash,2015-09-03 17:31:01,0
30284,EEHhOCVA244vaWIosmN69A,s4WB8cWQ7whXfgIJoR7Mdw,You can take the drinks into the casino.,2017-06-24 14:07:20,0
30371,pY3RhoJEba2gCYajXi3qfg,6GbuHdYPuN3jcSBmFplpXA,I  am the Duke!,2012-09-30 01:40:24,0
30394,8K1LaOEc6yEEAjv85wFQMQ,JUlsvVAvZvGHWFfkKm0nlg,2.5 hours of traffic. But I made it.,2011-09-09 23:48:20,0
30438,YFi9Y7kwwgRjvg-yV4pBMg,GlYN-RJyL_YwxIqsSDo1ag,"BEST coffee (local roaster) and delicious, fresh food!!",2013-10-24 04:08:50,0
30462,Z8Rldh2VecgCJKtxI90GwQ,A0F-h3xJm_6gHDKcDQwSrQ,Delicious and smooth gelato with a tasty variety of chocolate and fruit flavors,2015-12-06 22:05:04,0
30484,FEAE3BfEVLJdlDc-vwDDeA,c6GTImF01z981_BNJIye2g,Get here now for EggFest!!!,2011-05-14 16:30:28,0
30520,ykbMz4lXlbe3WkRIC3WmrQ,NIQWO-Q_F598XlAvZnFVCA,Happy hour is 2pm-6pm and 9pm-closing!,2017-06-30 20:02:39,0
30590,6J9_G3HMr-0yf2I4NHXhfA,TQloD2_k3J67Q1J_picgfw,Gross,2011-09-11 18:29:42,0
30627,fCvMnJU1Z-XhAjKg99wK3Q,rjMwWt_R9SYuMcTWe0M6PQ,"Closing ""early spring."" http://www.philly.com/philly/business/retail/Four-Area-Macys-Closing-This-Spring.html",2017-01-04 23:05:30,0
30721,VGWJa6xQt0qM0O6zkkHjkA,JUlsvVAvZvGHWFfkKm0nlg,Ribs are good as s***,2013-09-17 02:16:32,0
30785,WyFl7wis0fwcW7tXupxwjw,Ea2hPSFazxXITET4f6ZJhw,Great Irish Car Bombs for St. Paddy's Day! Getting them was slow but still good!,2013-03-17 23:20:14,0
30902,xU4GbT4VKMpyOxNJAuP3hQ,cB5NEUkJOSIrjZR-agSltA,"No food, but you can bring in from outside.",2014-07-13 19:14:45,0
31121,XnA9SKYKSamX7w8AnWEKgQ,A0F-h3xJm_6gHDKcDQwSrQ,Hot apple snap,2013-02-10 04:43:47,0
31231,RVALk-GeKd504Ci-vGSTrw,Tm3QiAVLJAR2fEJK7APPPQ,Yoga time! Where are YOU at?,2012-06-04 21:41:03,0
31296,2GdKEMhXh7xeFXB7cZRsDQ,6Z89Ixagyc0mrVnyZHiIVw,Happy hour!,2013-06-07 22:46:39,0
31309,n3Gg5mIokBirc8s_unINnQ,ppFCk9aQkM338Rgwpl2F5A,Frozen Cappucino!!!!,2012-06-19 13:53:33,0
31460,hkTdgAZfQJxkzUfR29iavw,JUlsvVAvZvGHWFfkKm0nlg,Great place to rip a shot then grab a cab,2011-11-24 02:43:39,0
31651,-nmTwBe8ITqGPNoImxWCLg,5EGhvgDt_E-JPl4EhQkOtg,This place is so totally cute. Seatting is awesome. Fireplace gives u a log cabin living room feel. They even sell books and music. So love,2012-01-28 15:56:41,0
31682,OINYv6r1OMFK9wbDpno9AQ,piLUryfru20TQEafOj4QRA,No lockers leave your stuff in your car.,2013-07-17 22:46:20,0
31687,MUBoVv-Z50T4FwhZKc-z8w,0bPLkL0QhhPO5kt1_EXmNQ,Cesarinas is OPEN,2016-06-18 15:03:13,0
31701,_TRh9wlMFZUb1NhHpXEy_w,g__reLE-nkT2HrRDE0R55A,"The food is delicious, but only come here if you don't mind waiting an hour for your food.",2010-12-14 17:54:07,0
31710,kRlC4Got8Uo9RHdEcWVMuA,QXJR1j949PHnH9ImB6xUcA,Simons is open for business,2017-08-29 22:40:35,0
31716,fDeqCfPyHvivz7mfc4A4Uw,jAGzl-N2GINB_wK87bjoVA,Great tacos!,2018-03-30 23:03:39,0
31861,LruOyCDYa-hfSwJkOt46VA,JUlsvVAvZvGHWFfkKm0nlg,Veggies wings.,2012-04-13 22:13:51,0
31942,hZ-ZtZ3bqZg6GhWepqj20g,UM6XgOtTX4DWWcGDTWtjEg,Beer.  Bike.  Yes.,2012-03-13 21:15:40,0
32024,7Dr3w6ViYquFvS1200brDA,NIQWO-Q_F598XlAvZnFVCA,My favorite brew is recommended by Doug! Best service ever!!!!,2013-06-12 01:05:45,0
32128,6dRYqN1pTq-NCs9kmzHxQg,pJB63RaQpkTIKBhfTsLQQg,Came to Indiana to visit my daughter and found this great restaurant! We had the lunch buffet and it was very good! We highly recommend this place. I will be back when I come back to Indiana,2018-02-12 04:33:38,0
32137,uaYajVEqrZNFQUonfmukAQ,FLDjk3oA3JpeOfiIORLp9Q,Bathrooms were really clean. At 445pm on a Tuesday the place was empty.,2016-12-20 21:49:03,0
32237,I5YnAdz4IYOMB_c98S-Isw,dIpTuL2T1L98GQGU17IeSw,"No drinking tonight... Eff that. I'm here for ""The Proper Grilled Cheese""",2011-12-05 02:19:49,0
32280,ryjXoawKsz9O9dOGMOE0jQ,Kueu5GW-Qd38_5cAK5M8dQ,Loved. JE today. They were so helpful and willing to help. The employees were very kind and got me exactly what I wanted in my price range.,2011-11-27 22:10:26,0
32300,y8kYGYOemrH31q9Sl8onlQ,UX3eq0WsVva-cqlVrzyzFg,Tuesday tacos is the best.  Great deal good service,2016-07-27 02:41:56,0
32472,erBDslOZXDI48j5QB_I_SA,kWrn-inIIahiSFWft-13qQ,"If you want any alcoholic drink at all, it's BYOB. keep know mind there is nothing available here",2017-12-03 01:47:06,0
32490,X1Vu977CKiiV6ZIoIUGtNA,JUlsvVAvZvGHWFfkKm0nlg,I love it great Mexican and BBQ nice drinks,2014-03-28 21:31:19,0
32743,SrfDRvGKI8FQq9LCr0dQuQ,NIQWO-Q_F598XlAvZnFVCA,Foods not good but beer selection is.,2017-10-08 00:50:58,0
32764,EKE59c8eXD9wDGBsBKLEQQ,JUlsvVAvZvGHWFfkKm0nlg,I enjoy the mango margaritas and the endless chips with salsa and guacamole.,2016-08-25 21:58:36,0
32789,PTX3ps_kEII6VnHPXz2qAg,CuRMr3VOH06rY4r_CFtBrQ,"So many flavors to choose from, as well as candy & fruit toppings. Very willing to give samples so you love what you get!",2014-01-23 22:16:38,0
32847,poIygVhr5Y_IzgPINwnpsA,kLG2-BOk3YHDXS8PCxekZA,"NEED A RIDE???

Download Lyft and get 20$ towards a ride 

using promo code SHANNON751177

Enjoy!",2015-08-10 21:17:49,0
32932,3ah8W60Vnb9RbAUnVcy26A,GlYN-RJyL_YwxIqsSDo1ag,Benedict!,2012-08-25 16:39:20,0
32996,ZnGIEODjnJ7MlvxCSNaiZw,CU7JcRlCu01SFdf6CCITXQ,Always love my catfish by the river side @ the riverview!,2016-09-25 07:14:11,0
33093,TSVGm-r6ZDREH8dqc6odFQ,xIz9cCuddNbDUcItCo5V0g,Good food good service. Bar food though.,2013-09-14 13:13:24,0
33099,6lmqSrwSrhTcjNwTEiQZPg,edO1Rej_-_I4vPSVYIZ5NQ,"bring your own beer
byob",2012-11-22 01:47:41,0
33148,KGLvCZ74fK_EBWHNUI0bWg,NIQWO-Q_F598XlAvZnFVCA,"Amazing gourmet burger and delicious beer, can't do much better.",2016-01-19 00:44:12,0
33225,3wNiPOX1pN0Q5DGXG2KfSA,dIpTuL2T1L98GQGU17IeSw,If you crave a drink...Paul can make it!,2016-04-16 02:37:49,0
33226,vaqe-EOu6MA7cAe7Aq61dQ,S2Ho8yLxhKAa26pBAm6rxA,Busy and great environment. Food is delicious,2016-11-01 18:06:34,0
33231,2bwkuQOvkKue8oMDH81sTw,hDiCHlTXKGUj1Yh4tq223w,"Lunch buffet, cheap and quick and the pizza is better than most large chain pizza places.",2014-07-18 15:48:15,0
33267,FlXBpK_YZxLo27jcMdII1w,JUlsvVAvZvGHWFfkKm0nlg,$2.50 margaritas at happy hour=best deal in town.,2013-03-21 00:26:12,0
33382,CADhesj7J_-U9PKVpPGq4g,nMxfEiAANa_FsrCZZVHoEg,Getting snacks for honors band.,2011-02-09 00:03:06,0
33448,uFVRHACKQMRuwE0NN4aP5A,S2Ho8yLxhKAa26pBAm6rxA,"This place sucked.. double charged me, and gave super small proportion sizes, and didn't have any seafood in the gumbo. Won't be back.",2016-12-07 04:24:40,0
33575,jvsGDW-0yNGgMzXTtQEG5g,dIpTuL2T1L98GQGU17IeSw,10 rotating craft beer taps of all local Florida beers. Yes!,2014-05-03 16:09:03,0
33658,5UqmQxJTN_9KHfI0Yo0cEw,aUbwGgYBX-kP4O3JgLCuXQ,Ian and Lauren diaZ wedding,2012-10-07 01:33:49,0
33668,dbWn8HCsG3eI9AmS2G3O2g,LBkurRSCWVLjo4pxKfMdfg,Dr. Christmas excellent!,2014-02-07 00:31:48,0
33693,nC9V777rlZbKWm3m0QlXYg,3y8D2L-UXCtj_n9hRd7g1g,Restaurant changed owners now called Mythos,2015-12-05 17:59:05,0
33716,rk9ZXI0OjdelPKDG1kl_gg,2kOGFDJ9v4T9AzuKWhwl2g,Try the mini apple pie!,2015-08-29 18:51:10,0
33717,dUareqRjaUb8oo3F5zUXNQ,peL7F35gY6nXuXDD-08LAA,Good food and the owners are very nice.,2016-02-17 02:37:15,0
33723,PWdye8-VRbkTtKP8oCvDYw,fimN43BUUakBXeRUQqkYvA,Lots of sales! Gets my day started right!,2011-12-06 14:45:55,0
33751,X4pH3pcK6L9Cs6hm_87T7A,iKD7r01uxosBnLPQSLVBTQ,"They have a drive thru at this location, makes it nice when you're in a hurry or just wanting to take your meal home!",2014-06-23 21:48:17,0
33800,acLOor4HFm1IuyEfT08ECw,E9-k8aOCS2sSh9RYxvWU_A,Chicken blackened Cali wrap. Yumm,2015-04-26 23:01:45,0
33867,X_mmXdf9w9MNsGy5e6MhYw,SbdL-8NSmTWgSwdGZBa7WQ,They have a great new dining room. I feel bad for never dining in. They should get beer. Then I would.,2015-01-15 02:40:40,0
33881,-dN3ww2WYLkwAbZtJHcLHQ,GyC36Pn0Q1-qHnqXys6yFg,great  service manager even checked on us good food,2015-12-04 01:14:01,0
34191,zG47QcJRyoQ_zNg25OMEvA,Tm3QiAVLJAR2fEJK7APPPQ,Definitely try the 7:00AM spin class on Thursdays with Carl. Only 45min and great for beginners willing to push themselves!,2017-02-02 13:00:14,0
34277,FPc7zSt1WT9WIOxK56-H2Q,NIQWO-Q_F598XlAvZnFVCA,Good food,2012-09-14 00:49:11,0
34291,a2X2Y8s36Jm-Vc_RYOdaxA,jZopvCpfHl3S5eSMDjizpg,Almost always busy. Expect a wait.,2015-10-28 18:11:52,0
34367,uARH_YRIF50QMr98gjhD7g,JUlsvVAvZvGHWFfkKm0nlg,One of my favorite places ever!,2014-02-06 23:57:06,0
34402,eOCzLiZqtZLjcQDocPm7Lw,JZVK_yoV48O_2gDykG_1Ow,Pt Richmond burger,2011-09-18 15:20:11,0
34481,1vaAKB9jcoBy28n7X__AXQ,FHnYL-Auw0Q-epPYZZutnA,Love this place!!!!!,2014-07-19 01:36:08,0
34544,laXEw6GTTvYANHKkf6HmQw,KkpAwKzn5olmxH2K2GauNw,"When there is a long wait for a table, and you are a party of one or two, ask about seating in the bar. Hostess wasn't offering but the difference was immediate seating vs 30 minute wait.",2017-02-04 01:12:31,0
34581,eL59ECa0ZPZrrklWw5qTlg,TQloD2_k3J67Q1J_picgfw,Unlike any Wawa I have ever seen. The bathrooms are disgusting!,2017-08-29 13:37:48,0
34645,Bw7S12p7KWjvgO9lz99s7Q,jBCgQ6nZDsMCWU7eaSxOpw,Cater their food truck for your next party.,2016-01-03 16:11:45,0
34655,IpmTiTw8ziwfptNRUoDbJg,cN4Y09a7clgjFd1tY-wSZw,Trying something a little different- All you eat Taco Tuesday!,2012-10-10 01:01:21,0
34707,dQ9-MQF4oQhAOrbIhWpz8Q,SbdL-8NSmTWgSwdGZBa7WQ,Is that a shirtless picture  of  a  young Danny Thomas in the  women's  restroom?,2016-09-24 01:33:29,0
34725,wKLYI27-HlYoI_KpyaLJjw,bN7KQSVbEmRVJnQEkl3vkw,Bring on the wings..... It's Friday!,2013-11-01 19:21:15,0
34740,4XTfwSiBXQMiXzWTbVcabA,nIxepiPUk5FUfL4u9EFfew,Beer spot. Board games. Great flat bread. Awesome unless you have to pay a cover to see something you really don't care about but hey... Support indie bands right?!,2013-04-19 00:39:31,0
34752,XPSry7voMlJBXnVmWAIqdg,-Tnsc_b8dsWuAq1wQugKZA,Love it! Had to come back again before I left this weekend!,2013-09-21 23:15:38,0
34787,H2uGBjLQH5s_bRRYMzEG9Q,4gn3wNWbNK8vPfoCN_BKAA,"This Qdoba underwent a complete dining room renovation, in December 2017.",2018-04-08 20:23:54,0
34802,RDhxRSAkOxB_dubhROyjzg,MuJBELBk9VXJjH0tryDh1w,"Like this place.
Not what it was on my first visit, I like it more now. Still disappointed the chips and salsa are $4.00",2016-12-18 20:29:00,0
34812,rk9ZXI0OjdelPKDG1kl_gg,2kOGFDJ9v4T9AzuKWhwl2g,Great outdoor seating on the large deck in front.,2012-06-28 14:03:49,0
34830,IO-jR0uiTni1qKjaBPxhPg,NIQWO-Q_F598XlAvZnFVCA,Waited 45 minutes for a table. They appear to be understaffed.,2013-01-12 05:20:11,0
34878,2mehWDiaP-8CcZRtLGlYIA,hyq0W0_Sc5PNyXBdxVki5g,Not open at 7:30 on a Sunday evening?!?! What's up with that?,2012-08-20 00:25:44,0
34903,JOrDiXIgpb0sjtd7Cr3CdA,JUlsvVAvZvGHWFfkKm0nlg,"Nice, strong margaritas!",2012-02-11 22:57:28,0
34959,X1nvKXUJ5Lp3W9Oe-_JrMQ,z7sp6u5JnNlq2ziu31EFvw,Use your CareCard for good deals each trip.,2013-09-02 21:24:00,0
35157,NO0hj0wNf1aHk2-n5ISknQ,xIz9cCuddNbDUcItCo5V0g,Im here so it must be great,2013-08-21 16:10:23,0
35186,GfOYE8ChRLVT9izL6UXMNA,MTSW4McQd7CbVtyjqoe9mw,Best steamed pork bun in chinatown!,2017-12-13 17:48:19,0
35332,jFEYrS6SZz9ucrZjxJsqhg,J7Oo9rhwX7O3ak54pu_Mhg,Health score 92,2013-01-20 01:54:16,0
35341,y0Tymy4NZhno0dOexDCxmA,69y8BIrahfo6I_5AkIYf-g,Great fries!,2013-08-28 16:23:06,0
35375,NejwGXWgAt2mA44mRT0obg,tkj5cwIPLlJstisrVzpAZw,Great service,2017-09-06 15:14:26,0
35447,jpx_StWgnkrTwC_eIVAaPQ,GyC36Pn0Q1-qHnqXys6yFg,Excellent breakfast!,2012-09-23 15:21:08,0
35574,cheyvqlGDDkCBywph0ehzQ,7hpUoYdAVToZXwuPRgoqdA,"Lots of space, so of need to get some work done, this is a great place. Just remember to bring cash!",2012-02-17 18:58:42,0
35602,GuL-RZfMTd_SXaT_7HSgmA,qwOHMS_GcwDMY8z55_naUQ,B1g1 today,2011-09-05 21:37:06,0
35609,DWwfJFLe1Xn6BkjwaA_TcA,NQ01WqVX0tojNHKn-0sFww,Very friendly staff!,2014-07-20 17:29:06,0
35666,imgpwv4N2PyILTM6P28zWQ,UX3eq0WsVva-cqlVrzyzFg,Dollar beers on wednesday!,2014-06-26 02:24:13,0
35671,Xlb-Hxrvkfyadnkmk5hrgw,c6GTImF01z981_BNJIye2g,German Night!!,2011-01-18 23:14:27,0
35696,7Na1pUcEv3oF_QTRwZ-2iw,NIQWO-Q_F598XlAvZnFVCA,Emerald the server was terrible! She forgot our order and asked us to repeat three different times and when we ordered a salad and a side of fries with our drinks they never came! And then she said ok well you can still get it to go... Wtf,2013-07-23 02:54:13,0
35706,d90fhlNEmmkD91jpkXjjyQ,curw--Uj4rIWSRq69J_j8Q,"Get ready for those Holiday Pictures special!
Special promotion for the month of November: 
Purchase a gel manicure/pedicure or a bikini/brazilian wax, receive a free waxing of your choice: lip, chin, or eyebrows!
Please share this amazing deal :)",2017-10-21 22:38:25,0
35849,GJaPXrgiro1RDzrIiANRwA,y9yUyB9qldKaibuhJkC39w,Not as crowded thanks to Wegman's!,2012-05-21 16:39:08,0
36008,Jl4kC3eiGlEgEylXpOj7-Q,hYonVJe6xzVBHHT2FLo4zg,"We've been waiting 2 hours since we ordered, but I'm sure this pizza will be worth the wait......",2017-06-30 00:42:03,0
36010,-G7Zkl1wIWBBmD0KRy_sCw,zDJoyeohHjEX-Pz6zQfPng,"Totally authentic ""down the shore"" fish house in the wilds of Bucks. Throw in a line and catch something good.",2013-09-21 16:08:30,0
36095,wKLYI27-HlYoI_KpyaLJjw,bN7KQSVbEmRVJnQEkl3vkw,Back again!,2012-06-09 03:54:55,0
36246,D0ojI9J7-pDC_0INVGRpHg,hLub5qdoU9w76O-k5pFiRg,Family friendly,2014-06-09 00:31:48,0
36258,eTXLP4lfgpZqD5r5HfKZMQ,c_wrQJRAH478aAWJajPZ5g,If your going to eat inside make sure you wear ear plugs cause the music is so annoying.,2016-12-26 21:23:08,0
36293,zAznYtJJOWYXOvNT0jg7Ng,JUlsvVAvZvGHWFfkKm0nlg,Try the jalapeño margarita!,2014-07-27 04:03:26,0
36398,sfj-X08gJNUVGNJAdxfwHg,qWZimITbVwNSGJZsuM47-Q,Gotta get the fresh homemade lemonade. No refills tho :(,2015-07-09 19:02:41,0
36577,pqBLlY7_IoGbu6ZdTFjzxw,ZfbeERrUqkP48cr0rey3Mg,Be forwarned.. the gates are a pain!,2012-01-23 23:40:04,0
36597,8K1LaOEc6yEEAjv85wFQMQ,JUlsvVAvZvGHWFfkKm0nlg,I can't stop talkin' 'bout Eddie Murphy.,2011-08-29 22:46:36,0
36654,T7CspTrpFxdUdtM5Orfvbw,QkyEr9j7il9lJqseTbPe5w,Spasso use to be good. Portions and price but like with anyplace that has the location they continued to rake in the money and food and quality began to suffer. Prices are outrageous now and portions shrank and quality is just standard at best. Shame he has to rape his customers so soon. We only go there and split a meal and drink before hand. Shame....,2016-03-19 23:39:46,0
36656,RMjEYnvC-fhu8RoopYj2Ig,QWqKTWQ2OiDgo3dzNkpung,Get the mushroom soon du bu!,2011-12-13 18:46:23,0
36712,_ahdJP32uuhq3HRPVP1JIg,cN4Y09a7clgjFd1tY-wSZw,Best margaritas for an amazing price. $3.50!!!!,2016-05-12 23:29:41,0
36760,SgI5CCftOd0aacZfmgC4ow,JUlsvVAvZvGHWFfkKm0nlg,Breakfast drink specials are gone :(,2012-08-26 14:58:15,0
36864,VYPkzfD8HAims9BAqQ9HUw,7hpUoYdAVToZXwuPRgoqdA,This is the biggest coffeehouse I have ever seen in Philadelphia!,2014-08-10 14:17:16,0
36907,R5Nh8wSPHCnPLXwpybQOiQ,dIpTuL2T1L98GQGU17IeSw,Very good lunch spot.,2012-12-01 16:17:48,0
36935,_y5_AQVwBwu7_YAGlREjQQ,lV0k3BnslFRkuWD_kbKd0Q,The special of the day is always written on the chalk board hanging on the wall!,2018-05-23 17:18:24,0
36961,ppsm8EDKjA1fp1yTCP3RrQ,UqKHpnjwbEVw52HDou9kOw,"$9.95 for a full lunch buffet including entrees, pizza, soup, salad, and bread. Great deal!",2013-02-20 19:24:57,0
37074,TIeXcKbDeGBy-UsgSjRJQg,QXJR1j949PHnH9ImB6xUcA,Getting old and dated,2013-01-16 23:46:32,0
37120,LHS0e_dlo-WmfUdFqUbPlA,jZopvCpfHl3S5eSMDjizpg,"Half of the employees do not know what they are doing, the other half are high as kites",2015-07-04 00:19:22,0
37220,7nTJTYp0K_ekXjg3GQfJ-w,4gn3wNWbNK8vPfoCN_BKAA,"Makes my stomach hurt. Food is okay, tastes funky and fake, you know?",2015-09-20 17:58:03,0
37241,xRaI1T8xgNVuIDK3_nmOnA,ppFCk9aQkM338Rgwpl2F5A,Watch out for panhandlers outside the door!,2013-03-29 23:03:31,0
37307,wKLYI27-HlYoI_KpyaLJjw,2VbvD2JB4XsUEjN0vOtXdw,Two for 5 hamburger WHAT A DEAL!,2013-10-24 18:45:35,0
37341,1e1luSX42hggtRAciUqlgg,noByYNtDLQAra9ccqxdfDw,They are one of the clothing stores supporting better practices in Bangladesh! (unlike Gap and F21).,2013-06-17 21:32:10,0
37354,acLOor4HFm1IuyEfT08ECw,E9-k8aOCS2sSh9RYxvWU_A,The soup blah,2016-02-15 00:04:03,0
37502,eTXLP4lfgpZqD5r5HfKZMQ,QSA-x2bb3kum9QLFpy7vUg,Come on  Thursday they seem to have fast service.,2016-12-01 15:34:38,0
37563,hB77Bnu7pJ8imtMBKjDYhg,Idjv5ldTN-4Q7QseD46AOw,Dont eat here.,2013-07-03 02:39:18,0
37599,qp92_-5Ck3TnxHxRHvRIcA,OrE8LhQpKVXTA6gJyu5G9Q,Good pho. Clean and tidy restaurant. We will be back.,2015-06-02 15:49:22,0
37609,t0t4XNPtitNdgJv9UbfJgQ,6Ua4Pu_2bXuxpaxDyUA_BQ,Great pizza even better service,2013-04-27 22:06:07,0
37831,GZaytYZEP_v45fFmXtNdqA,NQ01WqVX0tojNHKn-0sFww,The quesadillas are awesome,2012-04-17 02:19:19,0
37864,4u8zZaT5m7nO1WazdKA2sw,2myVMP_l-9f9JIZewm19Cg,Staying in the French Quarter tonight...,2012-08-02 23:23:05,0
37937,zmlt7zUWY1Bi58_2n7UopQ,APW4-ESYGTIn17mY189Osg,Grab and go is quick!,2014-03-25 17:16:36,0
37944,PNA3cuNeBmb5BQUBWQlz7Q,iBRXLFWD7PeSYDbKsd_JTw,They play Thai music,2015-09-05 22:46:19,0
38013,1KVMrASElCoqaPOBqHeY1g,GyC36Pn0Q1-qHnqXys6yFg,Rockin' the blueberry pancakes this morning.,2015-12-20 14:11:48,0
38140,vYMvOTL31e0KbTo9Hd0tjg,nIxepiPUk5FUfL4u9EFfew,"If you want to be cool here you need a beard. Yes, even chicks.",2015-01-28 23:38:01,0
38158,bYLr7fu0IhZr59pr6THuQA,aJpDjaMVhWZRLdwZtqQjEg,Try the chai tea! Awesome!,2012-10-28 21:32:09,0
38254,KMi0ac4RBfbWldT974DDiA,QWqKTWQ2OiDgo3dzNkpung,Clam soft tofu,2010-12-21 16:58:45,0
38268,uweSiVXeDAibh-I7xOZwEg,7UizgaT567svtdEXvD6Zfg,"Any type of massage by Michele just makes my day. She is so kind, professional and really knows the art of relaxation. Treat yourself, you're worth it!",2013-05-31 23:36:36,0
38319,mpjBb0kvavY_SYxKMepx1A,8QUOYn1ehCU0ixSWE08RIA,Good place... Well run,2014-10-06 16:24:55,0
38326,ie9VaHvAaQgjMJP3Gn-AQQ,7hpUoYdAVToZXwuPRgoqdA,"For an interesting treat, try the black and tan (chocolate and peanut butter) mocha",2011-07-08 21:18:42,0
38406,iJiWgNrcQMCKkgUaoYOe0A,JUlsvVAvZvGHWFfkKm0nlg,"Flyers, BBQ, and Beer.",2011-04-30 18:55:23,0
38434,RXETFA7TKWYB35FQT3IQ4g,NQ01WqVX0tojNHKn-0sFww,Enjoying a nice pour of Guinness,2011-02-17 18:23:55,0
38563,h_FdSpdCuIM-zgAuTTLGWQ,Mt1FB8hM4XTi3Tk4i0q5gQ,Phenomenal garlic knots with super fresh tasting sauce.,2018-02-10 23:22:56,0
38592,ZptGk-V-K-jWNm0O18PuQw,JZVK_yoV48O_2gDykG_1Ow,Umm. How did I end up here?,2011-12-17 04:21:47,0
38645,lR2dou7NDFzjJJLFF_M5mw,2kOGFDJ9v4T9AzuKWhwl2g,Love this place just parking is tough.,2014-05-16 12:17:17,0
38672,KhhjBYje5o15BCYZxbqgSw,7IdIGemGZodDAA_9mJCigA,Your grandmother's breakfast. Delicious mimosas are $5.50 on Friday's!,2018-06-23 17:00:53,0
38703,n0YPsWKEfbNNoiZhqyZLfw,JUlsvVAvZvGHWFfkKm0nlg,Don't forget your margarita!,2013-09-29 22:22:36,0
38814,N_pe2ndOtMAkg7Ohu2opOQ,lNsnmur2Df2oK9ywyY0H3g,Don't go here!!,2017-08-28 18:49:23,0
38889,phoMcYUbBJeAKUD0GE76GA,o2i4AvqF6Q9lWK-wksxzuw,Shortest line for a sit-down restaurant at KOP!,2011-12-03 19:04:00,0
38953,he9mPkCOuntvgYrPmzGNkA,o2i4AvqF6Q9lWK-wksxzuw,Upper level next to Bloomingdales .,2016-01-03 00:55:06,0
38964,rUOOX9hBxHK7i4T561Bntw,GlYN-RJyL_YwxIqsSDo1ag,Totally packed to the rafters on Saturday morning,2014-04-26 17:32:32,0
39052,UMC2dKiLVhfGSvHX8QQeOg,7hpUoYdAVToZXwuPRgoqdA,Rainforest máte is a great tea,2012-04-01 23:29:01,0
39169,qumjKpb34tsSJ26Y2aaTPg,EAJOR4zG6_ixBPYgWhp6Jg,DON'T LEAVE REVIEW HERE. OLD OWNERS.....go to Jasper Neighborhood Restaurant & Bar.,2011-11-09 22:27:07,0
39180,ungvf-MPW7P7ZzLMW_48Rg,kLG2-BOk3YHDXS8PCxekZA,Going to try a bean roll. Beaner!,2012-12-02 06:32:23,0
39247,d8FwfuFM9SJA3kU_cIQ3aw,cOXVi0GEeQC6m8SN0Q522g,Delicious pizza. Mediocre chicken fingers. So get the pizza.,2015-02-15 04:23:21,0
39422,JOrDiXIgpb0sjtd7Cr3CdA,c8rjE6NcfeyzLB_aU1GdMA,Sam Adams summer ale. Getting summer started!!!!,2013-03-22 17:11:36,0
39546,g3cYRU_hNKMOlB-gcrlGjQ,yuangT-PWlF-YRbgN6M02A,"Friendly staff and decent product.  Hold out for the ""Buy One , Get Three Free"" deal if you can.",2013-09-08 01:56:47,0
39553,iLbGEGOQQozIsSCkKzNRTg,APW4-ESYGTIn17mY189Osg,Great fresh sandwiches!,2016-08-14 23:59:03,0
39605,mHPyfTW3b49WLNrReVhWeQ,dIpTuL2T1L98GQGU17IeSw,So good !,2014-08-17 21:32:29,0
39618,qI3uzegMdq3q3WxAajECGw,dIpTuL2T1L98GQGU17IeSw,"The Elvis is the bomb diggi-tay: peanut butter, honey, bacon and banana on toasted wheat bread",2012-02-23 23:24:38,0
39645,PpddWNu1Wn6x3FGd4pPGoA,MuJBELBk9VXJjH0tryDh1w,Delish!!!!!',2017-05-11 23:50:36,0
39754,4VR8PaF5hY830uMqDOy1-A,OrE8LhQpKVXTA6gJyu5G9Q,"ATTENTION!!
DO NOT eat here. I was food poisoned from their shrimp fried rice. I was sick for several days. Be careful if you eat here because they are not the most sanitary of all places.",2013-01-28 20:08:31,0
39860,_uUk7VW6SRAMBXb7hF3z8A,Y1QKeVZSvhnAZnO26SK6QQ,Great place to pop in for lunch in Green Hills - not crowded but hoppin' (music blasting/ everyone smiling),2019-04-23 16:41:16,0
